seeds,num_tasks,per_jitter,final_e2e_max,max_reaction_time,R,exceed,false_percentage,adjust,inserted,mrt,let,rm
1755016036,3,0,408.0,405.8217636720969,0.9946611854708257,safe,0.0,False,False,57.82176367209797,549.459623303012,0.14172000900024012
1755016037,3,0,302.00000000000006,271.642687924137,0.8994790990865462,safe,0.0,False,False,0,379.8385074645036,
1755016038,3,0,444.0,267.6540713856815,0.6028244851028862,safe,0.0,False,False,267.6540713856816,478.93430585886085,0.6028244851028866
1755016039,3,0,430.0,424.09587123613005,0.9862694679910001,safe,0.0,False,False,54.095871236130336,588.76939449247,0.12580435171193102
1755016040,3,0,2060.0,2047.343687950031,0.9938561591990441,safe,0.0,False,False,517.3436879500418,2548.601162091577,0.2511377125971077
1755016041,3,0,2044.0,1190.7362333568115,0.5825519732665418,safe,0.0,False,False,1170.7362333568115,2202.430621700208,0.5727672374544087
1755016042,3,0,326.76769278302595,326.20983609353993,0.9982928034141477,safe,0.0,,False,126.20983609353992,349.8763061500854,0.38623719198991735
1755016043,3,0,510.0,482.4747937468192,0.9460290073467044,safe,0.0,False,False,107.47479374681922,578.1405028124454,0.21073488969964552
1755016044,3,0,3480.0377941951383,3480.0377941951383,1.0,safe,0.0,,False,1480.0377941951392,4749.697775336839,0.42529359786376736
1755016045,3,0,330.9675330664981,241.66942149772586,0.730190720698787,safe,0.0,,False,140.66942149772586,371.99548327006164,0.4250248361051853
1755016046,3,0,2220.0,2153.1503310043304,0.9698875364884371,safe,0.0,False,False,343.15033100433084,2863.5882709193183,0.154572221173122
1755016047,3,0,540.0,511.10756888701735,0.9464954979389211,safe,0.0,False,False,251.10756888701735,683.866812238336,0.46501401645743956
1755016048,3,0,219.91786005739988,180.9795925317412,0.8229417678241523,safe,0.0,,False,90.97959253174119,249.03725024463316,0.41369806212189847
1755016049,3,0,106.0,76.66890445081964,0.7232915514228268,safe,0.0,False,False,0,129.65823167609398,
1755016050,3,0,40.0,34.980176818006356,0.8745044204501589,safe,0.0,False,False,9.98017681800637,41.139850511167,0.24950442045015925
1755016051,3,0,800.0,693.7174655275735,0.8671468319094668,safe,0.0,False,False,193.71746552757344,940.7007057166438,0.2421468319094668
1755016052,3,0,2006.0,2004.1191474059356,0.9990623865433378,safe,0.0,False,False,0,2607.5240215621357,
1755016053,3,0,2012.0,1443.86767871257,0.7176280709307008,safe,0.0,False,False,3.867678712570296,2454.2659268601674,0.0019223055231462702
1755016054,3,0,214.0,208.52233426764244,0.9744034311572076,safe,0.0,False,False,82.52233426764252,230.52728234953898,0.3856183844282361
1755016055,3,0,2402.0,1746.1145489578323,0.7269419437792807,safe,0.0,False,False,0,3013.112862530813,
1755016056,3,0,414.0,321.7941155162595,0.7772804722614964,safe,0.0,False,False,4.794115516259524,528.4350246753994,0.011579989169708994
1755016057,3,0,2600.0,1755.4063825162204,0.6751563009677771,safe,0.0,False,False,1755.4063825162202,3153.2786025455484,0.675156300967777
1755016058,3,0,78.8184694166549,78.40984135280334,0.9948155798142762,safe,0.0,False,False,16.409841352803337,108.5093666197091,0.2081979195264076
1755016059,3,0,2404.0,2184.9429902656516,0.908878115751103,safe,0.0,False,False,1182.9429902656516,2587.5591177182937,0.49207279129186837
1755016060,3,0,310.0,234.6471324213378,0.7569262336172187,safe,0.0,False,False,84.6471324213378,329.696185654023,0.2730552658752832
1755016061,3,0,34.0,24.91404528310402,0.7327660377383536,safe,0.0,False,False,12.914045283104025,34.63154298753108,0.37982486126776543
1755016062,3,0,414.0,239.77468822597385,0.5791659135893088,safe,0.0,False,False,9.774688225973648,442.95041764751284,0.023610358033752773
1755016063,3,0,52.0,47.60804098355679,0.9155392496837844,safe,0.0,False,False,17.608040983556805,56.655965413173064,0.33861617276070777
1755016064,3,0,114.0,106.24904316658517,0.9320091505840804,safe,0.0,False,False,0,160.54386476262331,
1755016065,3,0,2202.0,2162.169339424697,0.9819115982855117,safe,0.0,False,False,998.1693394246968,2225.8133913237652,0.45330124406207845
1755016066,3,0,18.975446717072526,18.029136045870313,0.9501297289433086,safe,0.0,False,False,4.02913604587032,21.4766405425082,0.2123341866963922
1755016067,3,0,2102.0,1237.0776416918168,0.58852409214644,safe,0.0,False,False,86.07764169181723,2296.09109676047,0.04095035285053151
1755016068,3,0,2104.0,1876.3506939574013,0.8918016606261413,safe,0.0,False,False,46.35069395740129,2994.187089927124,0.022029797508270575
1755016069,3,0,2300.0,2004.9635354497905,0.8717232762825176,safe,0.0,False,False,4.9635354497903705,3222.561439333942,0.0021580588912132044
1755016070,3,0,414.0,409.6382738562179,0.9894644296043911,safe,0.0,False,False,7.638273856217887,614.6610664355991,0.01844993685076784
1755016071,3,0,2500.0,2064.967076301218,0.8259868305204873,safe,0.0,False,False,2064.9670763012186,3435.173209676916,0.8259868305204875
1755016072,3,0,106.0,104.74846790226037,0.9881930934175507,safe,0.0,False,False,0,157.37033090813327,
1755016073,3,0,34.0,30.820479750871744,0.9064846985550513,safe,0.0,False,False,12.820479750871742,32.07128824891866,0.3770729338491689
1755016074,3,0,450.0,395.9036937039898,0.8797859860088663,safe,0.0,False,False,395.9036937039894,641.5253163653827,0.8797859860088654
1755016075,3,0,861.7899775350487,779.5598944899731,0.9045822239888704,safe,0.0,False,False,79.5598944899732,1224.4947447533882,0.09231935455728543
1755016076,3,0,442.0,425.29244267991544,0.9622000965608947,safe,0.0,False,False,182.2924426799154,479.80791219564003,0.41242634090478597
1755016077,3,0,1013.5949650874493,1013.5949650874495,1.0000000000000002,safe,0.0,,False,413.59496508744974,1067.240239031069,0.4080475725841498
1755016078,3,0,450.0,398.8145690262615,0.8862545978361367,safe,0.0,False,False,38.81456902626161,597.8571706972568,0.08625459783613691
1755016079,3,0,124.0,110.6739683829023,0.8925320030879218,safe,0.0,False,False,0,129.6526905864345,
1755016080,3,0,2004.0,1262.0280757733572,0.6297545288290205,safe,0.0,False,False,0,2263.417091716262,
1755016081,3,0,2024.0,1225.5517550910095,0.6055097604204592,safe,0.0,False,False,1215.5517550910095,2250.214911539705,0.6005690489580087
1755016082,3,0,214.0,211.13335379430436,0.9866044569827306,safe,0.0,False,False,71.13335379430441,247.61750618135179,0.3323988495060954
1755016083,3,0,158.28982021214117,141.13553856235725,0.8916273855969157,safe,0.0,,False,89.13553856235725,249.7489033277649,0.5631160515748717
1755016084,3,0,224.0,215.53222088496375,0.9621974146650167,safe,0.0,False,False,83.53222088496398,255.7580896023856,0.3729117003793035
1755016085,3,0,406.0,388.89366922980844,0.9578661803689863,safe,0.0,False,False,386.8936692298083,592.2561648694457,0.9529400719946017
1755016086,3,0,2006.0,2003.9382987203867,0.9989722326622067,safe,0.0,False,False,0,2100.860089422415,
1755016087,3,0,240.0,193.7194650253231,0.8071644376055129,safe,0.0,False,False,23.71946502532309,312.1775577475281,0.09883110427217953
1755016088,3,0,2440.0,2321.022940007275,0.9512389098390471,safe,0.0,False,False,0,3276.757012737361,
1755016089,3,0,2420.0,2293.0632559045725,0.9475467999605671,safe,0.0,False,False,83.06325590457311,3294.365838391915,0.03432365946469963
1755016090,3,0,345.0885316137546,345.0885316137545,0.9999999999999999,safe,0.0,,False,145.08853161375455,464.4889776104833,0.4204385782838678
1755016091,3,0,2440.0,2373.823952643823,0.9728786691163208,safe,0.0,False,False,173.8239526438233,3518.38733497245,0.07123932485402594
1755016092,3,0,414.0,350.51522302900804,0.8466551280893914,safe,0.0,False,False,1.515223029008098,563.7235022855795,0.003659959007265937
1755016093,3,0,2440.0,2266.2755248236404,0.9288014445998526,safe,0.0,False,False,466.2755248236408,2901.511816883515,0.1910965265670659
1755016094,3,0,2024.0,1071.8707263060514,0.5295803983725551,safe,0.0,False,False,7.870726306051438,2089.103223542092,0.0038886987678119754
1755016095,3,0,3441.0421324940935,3441.0421324940935,1.0,safe,0.0,True,False,2068.158964811946,4151.775797129795,0.6010269230016456
1755016096,3,0,2420.0,2084.7393994297818,0.8614625617478437,safe,0.0,False,False,274.7393994297816,3328.8113268921566,0.11352867745032298
1755016097,3,0,2044.0,1212.0716789514224,0.5929900581954122,safe,0.0,False,False,32.07167895142254,2220.65898948773,0.01569064527956093
1755016098,3,0,3142.50162262495,2665.9994151551964,0.8483685086941248,safe,0.0,,False,1665.9994151551966,4806.795875077974,0.5301506936895637
1755016099,3,0,510.0,467.49360762946975,0.9166541326068034,safe,0.0,False,False,267.49360762946975,489.2519211277809,0.5244972698617054
1755016100,3,0,2220.0,2118.5857414709617,0.9543179015634963,safe,0.0,False,False,908.5857414709621,2343.5886964598703,0.4092728565184514
1755016101,3,0,89.64808577701659,89.34557511938996,0.9966255759394678,safe,0.0,,False,29.345575119389977,93.92504052144473,0.32734190434787186
1755016102,3,0,2120.0,1470.454530986318,0.693610627823735,safe,0.0,False,False,60.454530986318105,2482.1929616543794,0.028516288201093445
1755016103,3,0,2040.0,2024.9138268098131,0.9926048170636339,safe,0.0,False,False,0,2380.7860999645727,
1755016104,3,0,502.0,477.1553058949982,0.9505085774800761,safe,0.0,False,False,0,602.3056940766533,
1755016105,3,0,406.0,265.7464614673806,0.6545479346487206,safe,0.0,False,False,147.74646146737808,469.73341793326296,0.36390754056004454
1755016106,3,0,3342.5821435885823,3342.5821435885823,1.0,safe,0.0,,False,2342.5821435885828,5109.316502757384,0.7008300897202773
1755016107,3,0,414.0,278.2084320247246,0.6720010435379821,safe,0.0,False,False,2.2084320247246296,484.28417137363675,0.00533437687131553
1755016108,3,0,510.0,489.92337037742664,0.9606340595635816,safe,0.0,False,False,54.92337037742675,601.360013260787,0.10769288309299363
1755016109,3,0,2613.0851157660554,2005.0621984106792,0.7673160687775272,safe,0.0,False,False,2005.0621984106795,3757.275601246988,0.7673160687775273
1755016010,3,0.02,2232.1000000000004,2205.4952466295435,0.9880808416421949,safe,0.01,False,False,1773.0763131523274,3100.153418155242,0.7943534398782882
1755016011,3,0.02,323.20000000000005,296.2189362328736,0.9165189858690395,safe,0.01,False,False,96.11120529539711,299.05153466128263,0.29737377876051085
1755016012,3,0.02,85.88604137251795,85.10943116060594,0.990957666699952,safe,0.01,,False,24.74096485510752,86.27763025838291,0.2880673559955716
1755016013,3,0.02,2052.6343462103823,2042.8186069371066,0.9952179796214567,safe,0.01,False,False,1149.6293488154524,2218.6923163940896,0.5600750815350639
1755016014,3,0.02,64.64,61.80919997419099,0.9562066827690437,safe,0.01,False,False,27.61943065367389,67.70314838008836,0.42728079600361835
1755016015,3,0.02,108.26966315523055,106.39916604797327,0.9827237191587502,safe,0.01,False,False,79.48508777010547,141.82553674486235,0.7341399747050521
1755016016,3,0.02,515.1,482.37188923527174,0.9364626077174757,safe,0.01,False,False,328.5998153091804,648.8141571956778,0.6379340231201328
1755016017,3,0.02,417.6974018137361,417.46498329131646,0.9994435720178999,safe,0.01,True,False,193.88137465624305,574.4653474987499,0.4641670592499893
1755016018,3,0.02,2050.3,2023.9205406919607,0.9871338539198949,safe,0.01,False,False,8.838465382893439,2052.5636300483125,0.004310815677165994
1755016019,3,0.02,244.42000000000002,229.04930916150323,0.9371136124764881,safe,0.01,False,False,179.43174911596142,329.576845789657,0.7341123848946952
1755016020,3,0.02,2131.1000000000004,2081.530780560861,0.9767400781572242,safe,0.01,False,False,1030.7570340323837,2216.2253973811016,0.48367370561324363
1755016021,3,0.02,335.0268460256149,334.90908679442146,0.9996485080745308,safe,0.01,,False,233.02684602561766,529.9950058277894,0.6955467861456133
1755016022,3,0.02,32.31999999999999,27.93328985707126,0.8642725822113634,safe,0.01,False,False,3.9368957691565516,40.04624384738416,0.1218098938476656
1755016023,3,0.02,216.14000000000001,211.01647843066166,0.9762953568551016,safe,0.01,False,False,50.94532581324348,273.0582157165919,0.23570521797558747
1755016024,3,0.02,2100.7999999999993,2067.114460096629,0.9839653751411985,safe,0.01,False,False,26.962398083316657,2808.8470133466294,0.01283434790713855
1755016025,3,0.02,610.04,515.5814935469243,0.8451601428544429,safe,0.01,False,False,101.64663415248879,698.1498375241138,0.16662290038766112
1755016026,3,0.02,108.72953638215515,108.36656156084908,0.9966616723166158,safe,0.01,False,False,83.68911760025541,146.1232827719582,0.7696999397303657
1755016027,3,0.02,70.92419535496532,70.81241004713343,0.9984238762629252,safe,0.01,False,False,18.827695220784875,106.8448861675921,0.2654622322686213
1755016028,3,0.02,244.42000000000002,227.87886070276363,0.9323249353684789,safe,0.01,False,False,165.91321833417715,276.429060038337,0.6788037735626263
1755016029,3,0.02,545.4,495.8659182119627,0.9091784345653882,safe,0.01,False,False,292.397732238615,624.5066568788338,0.5361161207161991
1755016030,3,0.02,252.5,235.85562607505835,0.9340816874259736,safe,0.01,False,False,134.01213207908972,280.69502764007865,0.5307411171449098
1755016031,3,0.02,2525.0,2481.7320522342225,0.9828641791026623,safe,0.01,False,False,328.2650012257004,2779.2861479715407,0.13000594107948532
1755016032,3,0.02,2242.2,2208.6726427793783,0.9850471156807503,safe,0.01,False,False,167.1983902001166,3086.948239789288,0.07456890116854724
1755016033,3,0.02,26.259999999999998,24.657099770160016,0.9389603872871294,safe,0.01,False,False,0.6599915712694067,32.95352326628427,0.025132961586801474
1755016034,3,0.02,434.29999999999995,429.6236086275759,0.9892323477494265,safe,0.01,False,False,287.2704252002115,514.0107246606328,0.6614561943361997
1755016035,3,0.02,515.0999999999999,491.1826821124665,0.953567622039345,safe,0.01,False,False,90.32672011841237,724.0287625712442,0.17535763952322342
1755016036,3,0.02,412.08,409.8498710145077,0.994588116420374,safe,0.01,False,False,57.86176367209754,553.499623303012,0.14041390912467855
1755016037,3,0.02,305.0200000000001,273.64789863649276,0.8971473957002579,safe,0.01,False,False,0,381.8585074645036,
1755016038,3,0.02,448.44,431.2385800617826,0.9616416467348644,safe,0.01,False,False,267.65407138568713,502.93430585886085,0.5968559258444545
1755016039,3,0.02,434.3,424.14959667228015,0.9766281295700671,safe,0.01,False,False,54.095871236131416,598.96939449247,0.12455876407122131
1755016040,3,0.02,2080.6,2067.389386833005,0.9936505752345502,safe,0.01,False,False,517.3436879500364,2578.8011620915768,0.2486512005911931
1755016041,3,0.02,2064.44,2046.1676556725631,0.9911490068360248,safe,0.01,False,False,1170.7362333567953,2222.430621700208,0.5670962747073276
1755016042,3,0.02,328.867692783026,327.84716063822356,0.9968968306489269,safe,0.01,,False,126.20983609353938,351.8763061500854,0.38377085637538644
1755016043,3,0.02,515.0999999999999,487.53408032567677,0.9464843337714558,safe,0.01,False,False,157.47479374681922,583.2405028124454,0.30571693602566347
1755016044,3,0.02,3500.0377941951383,3498.6958947287058,0.9996166042924856,safe,0.01,,False,1480.0377941951383,4769.697775336839,0.4228633749754936
1755016045,3,0.02,332.9875330664981,331.5160553411067,0.9955809825315667,safe,0.01,,False,140.66942149772598,373.99548327006164,0.422446510841696
1755016046,3,0.02,2242.2,2153.171351656267,0.9602940646045255,safe,0.01,False,False,343.15033100433425,2863.788270919318,0.15304180314170648
1755016047,3,0.02,545.4000000000001,511.44677050883183,0.9377461872182467,safe,0.01,False,False,251.10756888701738,744.2668122383361,0.4604099172845936
1755016048,3,0.02,201.56020234450793,192.3596904663292,0.9543535292624228,safe,0.01,True,False,90.97959253174119,250.03725024463316,0.4513767672064464
1755016049,3,0.02,107.05999999999999,105.67908739199822,0.98710150749111,safe,0.01,False,False,0,129.698231676094,
1755016050,3,0.02,40.400000000000006,35.06587771126766,0.8679672700808826,safe,0.01,False,False,9.98017681800636,41.23985051116699,0.24703407965362273
1755016051,3,0.02,0,695.6746809337492,,,0.01,False,False,193.7174655275735,942.7007057166438,0.2421468319094668
1755016052,3,0.02,2026.06,2023.9241430382044,0.9989458076454816,safe,0.01,False,False,0,2627.544021562136,
1755016053,3,0.02,2032.1200000000001,2019.7820702162285,0.9939285427121569,safe,0.01,False,False,3.8876787125699366,2474.285926860167,0.0019131147336623508
1755016054,3,0.02,216.14,214.49181115924512,0.9923744386011156,safe,0.01,False,False,82.52233426764244,234.56728234953894,0.38180038062201554
1755016055,3,0.02,2426.02,2365.216270980047,0.974936839341822,safe,0.01,False,False,0,3033.1328625308124,
1755016056,3,0.02,418.13999999999993,414.8478307783519,0.9921266340899029,safe,0.01,False,False,4.794115516262366,533.5350246753995,0.011465335811599862
1755016057,3,0.02,2626.0,2473.8152825978214,0.9420469469146311,safe,0.01,False,False,1755.4063825162207,3173.2786025455484,0.6684715851166111
1755016058,3,0.02,79.2584694166549,78.44071029011519,0.9896823754917493,safe,0.01,False,False,16.409841352803344,108.54936661970909,0.20704211768887726
1755016059,3,0.02,2428.04,2194.6524308095045,0.903878202504697,safe,0.01,False,False,1182.9429902656584,2607.5591177182937,0.4872007834572982
1755016060,3,0.02,313.1,300.547880894669,0.959910191295653,safe,0.01,False,False,84.6471324213378,330.696185654023,0.2703517483913695
1755016061,3,0.02,34.339999999999996,31.107437473732602,0.9058659718617532,safe,0.01,False,False,12.914045283104024,34.83154298753107,0.3760642190769955
1755016062,3,0.02,418.14,414.77059462997,0.9919419204811069,safe,0.01,False,False,9.77468822597666,448.05041764751286,0.023376592112633713
1755016063,3,0.02,52.52,47.694125264067225,0.9081135808085914,safe,0.01,False,False,17.708040983557012,56.755965413173065,0.3371675739443452
1755016064,3,0.02,115.13999999999999,111.27759760203458,0.9664547299117126,safe,0.01,False,False,2.2890431665851736,162.58386476262334,0.019880520814531646
1755016065,3,0.02,2224.02,2163.9643756719015,0.9729968146293205,safe,0.01,False,False,998.1893394246954,2227.8333913237657,0.4488221056576359
1755016066,3,0.02,19.095446717072527,19.040536540313497,0.9971244361248728,safe,0.01,False,False,4.049136045870312,21.4966405425082,0.2120472019253747
1755016067,3,0.02,2123.02,2092.4313117933107,0.9855918982361498,safe,0.01,False,False,86.07764169181699,2297.09109676047,0.04054490381240732
1755016068,3,0.02,2125.04,2095.913465324875,0.9862936534488174,safe,0.01,False,False,46.390693957374424,3014.227089927124,0.021830503876338527
1755016069,3,0.02,2323.0,2254.3118620420937,0.9704312793982324,safe,0.01,False,False,4.9635354497903705,3223.561439333942,0.002136691971498222
1755016070,3,0.02,418.13999999999993,414.72393677801495,0.9918303361984384,safe,0.01,False,False,9.638273856217893,619.761066435599,0.02305035121303366
1755016071,3,0.02,2525.0,2483.797041394995,0.9836819965920773,safe,0.01,False,False,2064.967076301218,3455.173209676916,0.8178087430895914
1755016072,3,0.02,107.05999999999999,104.75917956241756,0.9785090562527328,safe,0.01,False,False,0,157.39033090813325,
1755016073,3,0.02,34.34,31.01317775433199,0.9031210761308092,safe,0.01,False,False,12.820479750871732,32.271288248918665,0.3733395384645233
1755016074,3,0.02,454.5,439.53870729082564,0.967081864226239,safe,0.01,False,False,395.90369370399173,645.5253163653827,0.871075233672149
1755016075,3,0.02,867.7899775350487,781.165992115988,0.9001786288600434,safe,0.01,False,False,79.55989448997332,1226.4947447533882,0.09168104789129121
1755016076,3,0.02,446.42,426.29739388689813,0.9549244968569914,safe,0.01,False,False,182.31244267991846,479.82791219564,0.40838771264710017
1755016077,3,0.02,1017.5949650874493,1017.4319563682611,0.9998398098214114,safe,0.01,,False,413.59496508744974,1071.240239031069,0.4064436040639279
1755016078,3,0.02,454.50000000000006,444.04970294779844,0.9770070471898754,safe,0.01,False,False,38.814569026261495,618.2571706972568,0.08540059191696697
1755016079,3,0.02,125.24000000000001,122.69710425923904,0.9796958181031542,safe,0.01,False,False,0,139.69269058643448,
1755016080,3,0.02,2024.04,2013.0351559408787,0.9945629315334078,safe,0.01,False,False,0,2283.4370917162623,
1755016081,3,0.02,2044.24,2026.3145986800985,0.9912312637851223,safe,0.01,False,False,1215.5517550909808,2270.214911539705,0.5946228207504896
1755016082,3,0.02,216.14000000000001,211.2206709324928,0.9772400801910465,safe,0.01,False,False,71.13335379430566,252.7175061813518,0.32910777178821904
1755016083,3,0.02,159.32982021214116,158.06659573480124,0.9920716380922417,safe,0.01,,False,89.1355385623573,250.7489033277649,0.5594404013239767
1755016084,3,0.02,226.24,217.54527672416043,0.9615685852376257,safe,0.01,False,False,83.53222088496408,255.79808960238563,0.3692195053260435
1755016085,3,0.02,410.06000000000006,405.18523836637837,0.9881120771749947,safe,0.01,False,False,386.893669229802,596.2561648694457,0.9435050217768179
1755016086,3,0.02,2026.06,2022.4734263588907,0.9982297791570293,safe,0.01,False,False,0,2120.880089422415,
1755016087,3,0.02,242.40000000000003,233.88515009140383,0.9648727314001807,safe,0.01,False,False,23.719465025323146,312.37755774752804,0.09785257848730669
1755016088,3,0.02,2464.4,2323.9895482237625,0.9430244879986052,safe,0.01,False,False,0,3280.757012737361,
1755016089,3,0.02,2444.2000000000003,2293.203293235274,0.9382224422041051,safe,0.01,False,False,83.06325590457641,3304.565838391915,0.0339838212521792
1755016090,3,0.02,347.0885316137546,347.0346622883085,0.9998447965849069,safe,0.01,,False,145.08853161375495,466.4889776104833,0.4180159192790953
1755016091,3,0.02,2464.4,2374.168902051053,0.9633861800239624,safe,0.01,False,False,173.8239526438233,3518.7873349724496,0.07053398500398608
1755016092,3,0.02,418.14,414.45747574620344,0.9911930830492263,safe,0.01,False,False,1.5152230290107127,567.7635022855794,0.0036237217893784683
1755016093,3,0.02,2464.3999999999996,2284.7828723118873,0.9271152703748935,safe,0.01,False,False,466.2755248236431,2901.911816883515,0.18920448174957116
1755016094,3,0.02,2044.24,2017.7802431482992,0.9870564332702125,safe,0.01,False,False,7.9107263060292325,2109.143223542092,0.0038697639739116896
1755016095,3,0.02,3447.6421324940934,3446.684951752395,0.9997223665609963,safe,0.01,True,False,2068.158964811947,4171.775797129795,0.5998763460161682
1755016096,3,0.02,2444.2,2235.1102821859868,0.914454742732177,safe,0.01,False,False,274.739399429782,3332.8113268921566,0.11240463113893381
1755016097,3,0.02,2064.4399999999996,2048.2327037500877,0.9921493013844375,safe,0.01,False,False,32.07167895141788,2241.05898948773,0.015535292355998665
1755016098,3,0.02,3162.70162262495,3147.5303101741238,0.9952030528765992,safe,0.01,,False,1665.9994151551743,4826.795875077974,0.5267646505876971
1755016099,3,0.02,515.1,468.38593834097264,0.9093106937312612,safe,0.01,False,False,267.4936076294724,540.2519211277811,0.519304227585852
1755016100,3,0.02,2242.2,2218.5513642570295,0.9894529320564757,safe,0.01,False,False,908.5857414709676,2343.78869645987,0.4052206500182712
1755016101,3,0.02,76.4686203749618,76.049478061929,0.9945187671625622,safe,0.01,True,False,29.345575119389977,94.32504052144473,0.3837597039870047
1755016102,3,0.02,2141.2,2090.5613109762526,0.9763503227051432,safe,0.01,False,False,60.454530986319014,2502.392961654379,0.028233948713954335
1755016103,3,0.02,2060.3999999999996,2044.928105607396,0.9924908297453875,safe,0.01,False,False,0,2400.986099964573,
1755016104,3,0.02,507.02000000000004,480.1321745695475,0.9469689057030244,safe,0.01,False,False,48.175305894997564,606.3256940766532,0.09501657902054665
1755016105,3,0.02,410.06000000000006,404.75810573535034,0.9870704427043611,safe,0.01,False,False,149.76646146738017,473.75341793326294,0.36523060397839374
1755016106,3,0.02,3362.5821435885823,3360.119753116858,0.9992677084554145,safe,0.01,,False,2342.5821435885828,5129.316502757384,0.6966616854416989
1755016107,3,0.02,418.14,413.1730896415992,0.9881214178064743,safe,0.01,False,False,2.2484320247248775,488.3241713736367,0.005377222998815893
1755016108,3,0.02,515.0999999999999,490.0130389656481,0.9512969112126736,safe,0.01,False,False,54.923370377426494,606.460013260787,0.1066266169237556
1755016109,3,0.02,2637.0851157660554,2623.4356976324852,0.9948240509750839,safe,0.01,False,False,2005.0621984106795,3777.275601246988,0.7603327577192072
1755016010,3,0.05,2265.25,2152.8867133607187,0.9503969598767106,safe,0.01,False,False,1773.0763131523663,3130.153418155242,0.7827287553922818
1755016011,3,0.05,328.0,296.52430041485786,0.9040375012648105,safe,0.01,False,False,96.1112052953971,299.35153466128264,0.29302196736401553
1755016012,3,0.05,86.63604137251795,85.64056680426256,0.9885096946665067,safe,0.01,,False,24.74096485510752,86.87763025838292,0.2855735841937449
1755016013,3,0.05,2082.9343462103825,2049.59272489627,0.9839929561991364,safe,0.01,False,False,1149.629348815443,2248.6923163940896,0.5519277892301494
1755016014,3,0.05,65.60000000000001,62.08010549288406,0.9463430715378667,safe,0.01,False,False,27.619430653673906,68.00314838008838,0.4210279063060046
